SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
02001648,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,6,6.25,,,,6.8,9,2023
02001649,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.5,,,4,,8.5,3.4,,2023
02001650,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,5.25,,4,8,,2023
02001651,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,6.75,6.5,,,,6.6,9,2023
02001652,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,5.25,,5.5,6.8,,2023
02001653,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.5,,6.25,5,,2023
02001654,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,4.75,,5.75,4.8,,2023
02001655,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,,,6,,6,5.8,,2023
02001656,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.25,,,7,,5,8.8,,2023
02001657,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,5.75,6.25,,,,5.4,9.75,2023
02001658,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5.75,,6.5,4.6,,2023
02001659,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,5.5,6.25,,,,6.8,9,2023
02001660,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,4.25,5.75,,,,5.4,8.75,2023
02001661,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,5.75,,5.25,6,,2023
02001662,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,7.75,,7,7.2,,2023
02001663,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,7.25,,5.25,7.8,,2023
02001664,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,5,,5.5,7.6,,2023
02001665,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,8.25,,7.25,8,,2023
02001666,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6,,4.25,7.4,,2023
02001667,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.5,6,,,,8.8,9,2023
02001668,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,7,6.75,5.75,,,,4.6,8.5,2023
02001669,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,4.75,5.25,,,,5.2,7.5,2023
02001670,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.5,,,5.75,,5,6.4,,2023
02001671,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,5.75,5.75,,,,3.8,9,2023
02001672,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,4.75,4,,,,5.4,8.25,2023
02001673,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,5.75,7.5,,,,7.8,9,2023
02001674,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,3.75,,5.75,7.2,,2023
02001675,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,3.75,5.25,,,,2.8,6.25,2023
02001676,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,4,4.75,,,,3.6,7.5,2023
02001677,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,4,7.25,,,,7,9.5,2023
02001678,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5.75,,8.25,,,2023
02001679,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,5.25,5.25,6,,,,7.4,8.25,2023
02001680,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,4.5,,6,5.6,,2023
02001681,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,5.75,5.25,,,,6.6,8.75,2023
02001682,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,6.5,5.5,,,,7.2,9.75,2023
02001683,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,,,4,,5.25,6,,2023
02001684,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,8,,6.5,7.4,,2023
02001685,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,,,6.5,,5,8.6,,2023
02001686,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5,,,4.25,,4.75,3.6,,2023
02001687,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,7,6,,,,7,8.5,2023
02001688,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6,6,6.75,,,,,8.5,2023
02001689,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.25,,7,9,,2023
02001690,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,4.5,5.5,6.25,,,,6,8.75,2023
02001691,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,5.5,6.5,,,,6,8.25,2023
02001692,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,3.75,,5.75,8.6,,2023
02001693,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,6.5,,6.75,8.4,,2023
02001694,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,6,,5.75,9,,2023
02001695,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.25,6.5,6.75,,,,4,7.5,2023
02001696,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,5.5,5,,,,5.6,7.25,2023
02001697,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,5.5,5.25,,,,8.4,9.75,2023
02001698,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6.75,4.5,5.25,,,,5,7.75,2023
02001699,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,3.25,4.75,,,,4.8,6,2023
02001700,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,5,5.75,,,,4.8,8.25,2023
02001701,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7.75,6.5,,,,8.2,9.75,2023
02001702,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,5.5,5.75,,,,5.4,7.5,2023
02001703,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,6.5,6.5,,,,8.2,8.75,2023
02001704,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.5,6.75,7.5,,,,8.8,9,2023
02001705,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.75,4,5,,,,6.6,8,2023
02001706,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,6.75,5.75,,,,7.8,10,2023
02001707,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.5,8,5.25,,,,8.4,9.75,2023
02001708,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,5.5,6,,,,4.4,8.5,2023
02001709,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,8.5,7,,,,6.8,9.25,2023
02001710,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,7,5,,,,5.4,9.25,2023
02001711,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,4,5.75,,,,5.4,7,2023
02001712,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,4.75,5.5,,,,7.4,8,2023
02001713,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.25,4.75,5,,,,4.6,8.25,2023
02001714,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,6,6,,,,5.6,8.25,2023
02001715,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,7.75,6.25,,,,9,9.75,2023
02001716,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,7.75,6.5,,,,6.8,8.5,2023
02001717,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,7.5,6.5,,,,9.6,10,2023
02001718,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,7,5.5,,,,6.8,9.25,2023
02001719,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.5,6.75,5.75,,,,6.4,9.25,2023
02001720,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,4.5,4.25,,,,7,7.75,2023
02001721,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,4.75,4.75,,,,4.6,8.25,2023
02001722,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,5,5.25,,,,7.4,8.75,2023
02001723,Sở GD&ĐT Thành Phố Hồ Chí Minh,,,,,,,,,,2023
02001724,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,3.75,,5.5,5.2,,2023
02001725,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5,,4.75,4.8,,2023
02001726,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,6.75,6,,,,7,8.75,2023
02001727,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.5,,,7,,7.25,7.2,,2023
02001728,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6.25,,6.25,6.6,,2023
02001729,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.75,,5.75,8.8,,2023
02001730,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,5.25,5.5,,,,8.8,8.25,2023
02001731,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,7.5,5.75,,,,7.6,8.25,2023
02001732,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6,,6,2.8,,2023
02001733,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.5,7,5.5,,,,9.4,9.5,2023
02001734,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,7.25,,3.25,8.2,,2023
02001735,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,7.5,,6.75,7.2,,2023
02001736,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,7.5,,7.75,7.2,,2023
02001737,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,,,4.75,,6.75,6.4,,2023
02001738,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6.75,,8.25,8.4,,2023
02001739,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,5.25,6.25,,,,8.6,8.25,2023
02001740,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,7.75,,7.75,8.8,,2023
02001741,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,5.75,,7,8,,2023
02001742,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5,,6.5,2.6,,2023
02001743,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,8,,7.25,8.6,,2023
02001744,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,5.75,,5.5,7.8,,2023
02001745,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,5.25,,7.5,5,,2023
02001746,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6,,5.25,5.8,,2023
02001747,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,,,8.25,,6,8.6,,2023
02001748,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,5.5,4.5,4.5,,,,7,7.5,2023
02001749,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,4.5,,,6.75,,4.75,6.8,,2023
02001750,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,6,,6.5,8.2,,2023
02001751,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,4,3.75,3,,,,8,6.75,2023
02001752,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,6.5,,6.75,7.6,,2023
02001753,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5,6,5.25,,,,8.6,6.75,2023
02001754,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,6,6,,,,6.6,8.75,2023
02001755,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,5.75,5.75,,,,9.6,9,2023
02001756,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5,,8.75,7.8,,2023
02001757,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7.75,,7,8.6,,2023
02001758,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5,,,4.25,,3.5,4.6,,2023
02001759,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,7,,6.25,7,,2023
02001760,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,,,6,,3.75,6.2,,2023
02001761,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,6,5.25,,,,5.8,8.5,2023
02001762,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,5.75,5.75,,,,5.8,7.75,2023
02001763,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.25,,8.25,8.4,,2023
02001764,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.25,,,6.25,,4.75,5.4,,2023
02001765,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,5.5,4.25,,,,7.6,8,2023
02001766,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,7.5,,7.5,7.8,,2023
02001767,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,7,,7.5,5.2,,2023
02001768,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.25,4.25,6,,,,7.8,8,2023
02001769,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,7,,4.5,6.2,,2023
02001770,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,5.5,,,5.5,,4.5,2.2,,2023
02001771,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,5,5,,,,8.2,7.5,2023
02001772,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,7,6.5,,,,5.6,9.5,2023
02001773,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,6,5.25,,,,5.6,8.75,2023
02001774,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,7.5,,5.75,8.6,,2023
02001775,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,4.75,,5.75,8.4,,2023
02001776,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,8,,7.25,6.6,,2023
02001777,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.75,6.5,7,,,,8.6,8.75,2023
02001778,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,4.75,5,,,,5.6,8,2023
02001779,Sở GD&ĐT Thành Phố Hồ Chí Minh,4,6.75,3,4,,,,3.8,7.25,2023
02001780,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,6.5,,5,3.6,,2023
02001781,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,5.25,4,,,,5.2,7,2023
02001782,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6,3.75,5.75,,,,5,7,2023
02001783,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,,,6.75,,6.25,8.8,,2023
02001784,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,5.75,6,,,,7.2,8.75,2023
02001785,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.25,,5.25,6,,2023
02001786,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,4.25,,4.25,7,,2023
02001787,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,7,,7.5,7.6,,2023
02001788,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,5,,5.25,6.8,,2023
02001789,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,5.25,,6,3.4,,2023
02001790,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.75,6,,,,8.8,9.25,2023
02001791,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6.5,,5.25,8,,2023
02001792,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6,,6,6.6,,2023
02001793,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,8.25,7,,,,6.8,9.25,2023
02001794,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,5.75,6,,,,4.4,8.25,2023
02001795,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,4,6,,,,5.4,9.75,2023
02001796,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,7.25,,7.75,9.6,,2023
02001797,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.4,1.5,2.25,2.75,,,,2.4,1.75,2023
02001798,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,6.5,6.5,,,,7.6,8.75,2023
02001799,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,4.5,4.75,,,,5.4,7.25,2023
02001800,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7.25,5.5,6.25,,,,7.2,8,2023
02001801,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,7.75,7,,,,9.2,10,2023
02001802,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.75,7,3.25,,,,6.2,8.25,2023
02001803,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,5.25,5,,,,6.2,8.25,2023
02001804,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,4,,3.75,8.6,,2023
02001805,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.2,7,3.75,5.25,,,,4,8,2023
02001806,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,7.5,7.25,,,,7.2,8.75,2023
02001807,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,6.75,5.25,,,,6.4,9,2023
02001808,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,4,4.5,,,,4.6,8.25,2023
02001809,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,6.75,7,,,,5.8,9.75,2023
02001810,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,,,6.25,,6,9.2,,2023
02001811,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,8.5,,6.25,9,,2023
02001812,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,8,,6.75,8.4,,2023
02001813,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.5,4.75,,,,6,8,2023
02001814,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.5,,,4.75,,5,2.8,,2023
02001815,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.75,,8.5,7.8,,2023
02001816,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,4.25,4.75,,,,5.8,7.25,2023
02001817,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,7,5.25,,,,3.6,7.25,2023
02001818,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8,,7.5,7.6,,2023
02001819,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.75,6,,,,7.6,8,2023
02001820,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,4.75,,6.75,5.6,,2023
02001821,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5.5,,5.25,6,,2023
02001822,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,6.5,6.5,,,,9.2,8.75,2023
02001823,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,8,,4,5.2,,2023
02001824,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6,,7.25,6.8,,2023
02001825,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,6.25,5,,,,5.4,9.25,2023
02001826,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,6.75,5.25,4.5,,,,2.4,7.5,2023
02001827,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,4.75,,3.75,7.4,,2023
02001828,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,5.5,,7.5,6.4,,2023
02001829,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,6.5,6.75,,,,8.4,9.5,2023
02001830,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.5,5.5,6,,,,6.4,8.75,2023
02001831,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5,5,2.75,,,,7.8,8.75,2023
02001832,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6,,,4.75,,4.5,3.4,,2023
02001833,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.5,3.75,4.25,,,,5.2,7.75,2023
02001834,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,5.25,6,,,,8.6,9.5,2023
02001835,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.25,6.5,,,,8.2,7.75,2023
02001836,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5,,,6.25,,7.75,6.4,,2023
02001837,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,4.75,4.5,,,,6.4,9.5,2023
02001838,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,7.75,,6.25,8.4,,2023
02001839,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.25,5.75,4.25,,,,3.4,8.75,2023
02001840,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.5,,,6.25,,7.75,7.8,,2023
02001841,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,6,4.25,,,,8.6,8.25,2023
02001842,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6.25,,7.25,8.6,,2023
02001843,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.8,3.5,,,5.5,,5,6.8,,2023
02001844,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,8,,7.75,8,,2023
02001845,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,5.75,,6.5,7.6,,2023
02001846,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,6.75,6.75,,,,8.2,8,2023
02001847,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,7.5,,6,7.4,,2023
02001848,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,5.5,6,,,,8.6,9.5,2023
02001849,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,7.5,6.75,,,,7.8,8,2023
02001850,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,5.75,5.75,,,,5.8,8.5,2023
02001851,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,4.25,,,4,,5.25,3.2,,2023
02001852,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.75,,,4.5,,5.5,5.8,,2023
02001853,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,6.5,5.25,,,,8.2,8.75,2023
02001854,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.25,,7,9,,2023
02001855,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.25,4.25,4.75,,,,6.4,7.75,2023
02001856,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,7,7.25,,,,7.2,8.75,2023
02001857,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,6.5,,7.75,8.2,,2023
02001858,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,3.75,6.75,,,,7.2,8,2023
02001859,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6,6,,,,4.6,9.5,2023
02001860,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,5.25,3.75,6.5,,,,3.2,6.75,2023
02001861,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.25,,,4.75,,4,3,,2023
02001862,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,8,7.75,6.75,,,,4.6,8.25,2023
02001863,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,4.75,,5.25,7,,2023
02001864,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,4.75,6.75,,,,4,9,2023
02001865,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.75,,6.75,8,,2023
02001866,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,7.75,6.5,5,,,,7.4,8,2023
02001867,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6.25,4.75,5,,,,3.6,7.75,2023
02001868,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,5.5,6.5,,,,4,7,2023
02001869,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,6,6.25,,,,8,9.25,2023
02001870,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,7.5,,5,6.6,,2023
02001871,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7.25,,6.75,7.6,,2023
02001872,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,,,6,,3.5,7.4,,2023
02001873,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.25,8.25,7.5,,,,5.6,8.75,2023
02001874,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,5.25,5.5,,,,5.8,8.75,2023
02001875,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,5.75,6,6.5,,,,8.6,7.5,2023
02001876,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,5.5,4.5,,,,5.8,8.75,2023
02001877,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,5.5,5.25,,,,8,9.5,2023
02001878,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.5,7,6.25,,,,5.8,9.5,2023
02001879,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.25,,5,3.8,,2023
02001880,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,4.5,4.5,,,,5.8,8.25,2023
02001881,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.25,7.5,5.5,,,,6.4,9.25,2023
02001882,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.25,5.5,,,,6.2,8.75,2023
02001883,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,,,6.25,,5.75,9,,2023
02001884,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.75,5,5.5,,,,6.8,8,2023
02001885,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,4,5.25,,,,5,8,2023
02001886,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.5,6,5.75,,,,7,9.5,2023
02001887,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,,4,4.75,,,,2.8,7.75,2023
02001888,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7,,6.75,5,,2023
02001889,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,4.75,5.75,,,,7.4,8,2023
02001890,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.25,3.5,4,,,,5.4,8.25,2023
02001891,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,4.75,6.5,,,,6.4,8.75,2023
